listing_id,agent_id,property_type,address,city,province,asking_price_idr,size_sqm,bedrooms,bathrooms,land_area_sqm,listed_date,status,days_on_market
LST00397,AGT011,Rumah,Jl. Cendana No. 32,Jakarta Barat,DKI Jakarta,7733000000,242,6,4,359,2023-12-17,sold,24
LST00398,AGT053,Kavling,Jl. Solo No. 211,Tangerang,Banten,1363000000,172,0,0,172,2023-07-13,active,289
LST00399,AGT150,Apartemen,Jl. Cempaka No. 64,Jakarta Timur,DKI Jakarta,2089000000,171,1,1,,2024-10-17,sold,174
LST00400,AGT025,Rumah,Perumahan Taman Mas Blok G11 No. 20,Bogor,Jawa Barat,5884000000,73,4,1,173,2022-03-01,active,42
LST00401,AGT118,Ruko,Jl. Mawar No. 85,Depok,Jawa Barat,8661000000,312,0,3,346,2022-03-31,off_market,261
LST00402,AGT084,Kavling,Perumahan Griya Asri Blok G21 No. 37,Jakarta Selatan,DKI Jakarta,2531000000,146,0,0,146,2023-10-24,active,29
LST00403,AGT019,Apartemen,Jl. Jati No. 62,Bekasi,Jawa Barat,4832000000,176,4,1,,2024-03-27,off_market,75
LST00404,AGT006,Rumah,Jl. Cendana No. 31,Jakarta Timur,DKI Jakarta,14464000000,166,3,2,365,2023-09-04,active,252
LST00405,AGT111,Rumah,Jl. Asia Afrika No. 132,Surabaya,Jawa Timur,12556000000,472,4,2,563,2023-02-14,sold,126
LST00406,AGT115,Rumah,Jl. Asia Afrika No. 158,Bali,Bali,6858000000,303,4,4,326,2023-01-17,off_market,252
LST00407,AGT110,Rumah,Jl. Cendana No. 239,Jakarta Barat,DKI Jakarta,2022000000,80,6,3,198,2024-10-11,sold,135
LST00408,AGT135,Rumah,Jl. Basuki Rahmat No. 77,Jakarta Pusat,DKI Jakarta,1875000000,208,5,4,228,2022-11-01,sold,33
LST00409,AGT077,Rumah,Jl. Cempaka No. 235,Bandung,Jawa Barat,14287000000,187,6,4,262,2022-04-03,active,263
LST00410,AGT028,Apartemen,Jl. Thamrin No. 91,Semarang,Jawa Tengah,4533000000,130,4,1,,2023-06-06,sold,150
LST00411,AGT021,Apartemen,Jl. Jati No. 216,Jakarta Utara,DKI Jakarta,4474000000,26,1,2,,2024-03-15,sold,12
LST00412,AGT022,Apartemen,Jl. Pahlawan No. 160,Depok,Jawa Barat,3759000000,98,3,3,,2023-06-27,active,175
LST00413,AGT048,Vila,Perumahan Pakuwon Blok A14 No. 69,Surabaya,Jawa Timur,7916000000,244,3,4,603,2022-02-06,active,3
LST00414,AGT102,Rumah,Jl. Riau No. 223,Bali,Bali,2411000000,66,3,3,188,2024-09-23,sold,78
LST00415,AGT093,Ruko,Jl. Pinang No. 29,Tangerang,Banten,7271000000,234,0,1,250,2022-02-02,active,357
LST00416,AGT049,Ruko,Jl. Sudirman No. 112,Surabaya,Jawa Timur,1239000000,187,0,2,270,2025-01-08,sold,49
LST00417,AGT023,Rumah,Jl. Tulip No. 43,Bandung,Jawa Barat,5430000000,454,5,2,575,2022-11-09,off_market,257
LST00418,AGT125,Kavling,Jl. Sudirman No. 52,Bekasi,Jawa Barat,2131000000,90,0,0,90,2023-08-27,sold,146
LST00419,AGT101,Rumah,Jl. Pemuda No. 107,Surabaya,Jawa Timur,1334000000,230,2,1,391,2024-10-12,active,378
LST00420,AGT149,Apartemen,Jl. Solo No. 152,Bali,Bali,4890000000,96,1,2,,2024-09-26,sold,60
LST00421,AGT016,Vila,Jl. Gatot Subroto No. 229,Jakarta Selatan,DKI Jakarta,18311000000,159,6,7,370,2024-05-04,sold,122
LST00422,AGT030,Apartemen,Jl. Melati No. 42,Jakarta Barat,DKI Jakarta,4403000000,181,3,2,,2023-08-13,active,372
LST00423,AGT050,Ruko,Jl. Senopati No. 236,Jakarta Barat,DKI Jakarta,8488000000,256,0,2,285,2024-08-17,active,68
LST00424,AGT076,Rumah,Jl. Asia Afrika No. 204,Depok,Jawa Barat,12345000000,424,5,4,596,2024-08-25,off_market,112
LST00425,AGT054,Apartemen,Jl. Pinang No. 41,Medan,Sumatera Utara,2663000000,198,1,2,,2024-10-04,sold,26
LST00426,AGT107,Ruko,Jl. Melati No. 92,Jakarta Selatan,DKI Jakarta,8889000000,235,0,1,261,2023-06-19,active,183
LST00427,AGT041,Kavling,Perumahan Taman Mas Blok C14 No. 15,Depok,Jawa Barat,915000000,337,0,0,337,2023-04-10,active,62
LST00428,AGT144,Rumah,Perumahan Griya Asri Blok G29 No. 72,Tangerang,Banten,4171000000,309,4,3,509,2023-07-02,sold,39
LST00429,AGT132,Ruko,Jl. Tulip No. 250,Jakarta Selatan,DKI Jakarta,2506000000,105,0,2,163,2022-08-05,off_market,82
LST00430,AGT144,Rumah,Perumahan BSD Blok C6 No. 94,Jakarta Barat,DKI Jakarta,1187000000,319,2,1,480,2023-08-22,active,363
LST00431,AGT114,Apartemen,Jl. Senopati No. 210,Jakarta Barat,DKI Jakarta,4494000000,149,1,1,,2022-10-10,sold,32
LST00432,AGT052,Kavling,Jl. Mawar No. 63,Depok,Jawa Barat,1998000000,292,0,0,292,2024-08-28,active,175
LST00433,AGT074,Rumah,Jl. Dago No. 93,Yogyakarta,DI Yogyakarta,8774000000,147,2,2,242,2023-05-18,sold,39
LST00434,AGT136,Rumah,Jl. Dago No. 230,Surabaya,Jawa Timur,7409000000,463,3,1,572,2024-07-28,active,265
LST00435,AGT093,Rumah,Jl. Cempaka No. 22,Jakarta Utara,DKI Jakarta,987000000,286,3,1,469,2023-11-24,sold,81
LST00436,AGT103,Ruko,Jl. Cendana No. 232,Surabaya,Jawa Timur,3492000000,302,0,1,352,2022-04-29,active,324
LST00437,AGT134,Rumah,Jl. Kemang Raya No. 233,Jakarta Barat,DKI Jakarta,5345000000,274,5,5,351,2023-12-06,sold,3
LST00438,AGT072,Kavling,Jl. Riau No. 115,Tangerang,Banten,2361000000,392,0,0,392,2023-02-25,sold,140
LST00439,AGT114,Rumah,Perumahan Citra Garden Blok C13 No. 93,Jakarta Selatan,DKI Jakarta,11927000000,236,5,2,313,2022-09-16,active,267
LST00440,AGT139,Apartemen,Jl. Mahoni No. 6,Bali,Bali,2675000000,76,1,2,,2022-02-27,active,277
LST00441,AGT067,Rumah,Perumahan Griya Asri Blok G12 No. 34,Jakarta Barat,DKI Jakarta,4454000000,486,4,4,615,2024-11-05,sold,91
LST00442,AGT032,Rumah,Jl. Mawar No. 117,Jakarta Timur,DKI Jakarta,1282000000,447,2,2,523,2023-11-26,active,121
LST00443,AGT149,Vila,Perumahan Kelapa Gading Blok F26 No. 92,Jakarta Barat,DKI Jakarta,19533000000,471,7,8,640,2022-10-14,sold,97
LST00444,AGT134,Apartemen,Jl. Asia Afrika No. 117,Jakarta Selatan,DKI Jakarta,2378000000,48,3,3,,2022-07-20,sold,38
LST00445,AGT109,Rumah,Jl. Sakura No. 122,Bandung,Jawa Barat,14073000000,270,2,1,285,2023-03-16,sold,115
LST00446,AGT020,Rumah,Jl. Riau No. 224,Surabaya,Jawa Timur,6550000000,406,6,4,556,2023-06-25,sold,150
LST00447,AGT128,Kavling,Jl. Malioboro No. 188,Bali,Bali,2806000000,296,0,0,296,2024-05-03,sold,42
LST00448,AGT037,Rumah,Jl. Solo No. 221,Jakarta Selatan,DKI Jakarta,8786000000,125,5,4,158,2024-12-19,active,61
LST00449,AGT055,Apartemen,Jl. Asia Afrika No. 236,Yogyakarta,DI Yogyakarta,4080000000,143,1,1,,2022-09-01,sold,155
LST00450,AGT105,Rumah,Jl. Tulip No. 96,Surabaya,Jawa Timur,2307000000,121,4,3,131,2023-09-17,sold,96
LST00451,AGT078,Vila,Jl. Dago No. 13,Yogyakarta,DI Yogyakarta,10633000000,398,3,2,520,2023-09-17,active,146
LST00452,AGT056,Apartemen,Jl. Cempaka No. 223,Depok,Jawa Barat,1849000000,147,1,1,,2022-04-02,active,214
LST00453,AGT124,Apartemen,Jl. Basuki Rahmat No. 214,Jakarta Selatan,DKI Jakarta,2887000000,166,4,2,,2022-09-29,active,391
LST00454,AGT036,Rumah,Jl. Kemang Raya No. 23,Depok,Jawa Barat,8770000000,385,5,4,555,2024-04-18,active,199
LST00455,AGT060,Rumah,Jl. Gatot Subroto No. 166,Bekasi,Jawa Barat,6978000000,233,6,1,404,2022-07-01,sold,43
LST00456,AGT007,Kavling,Jl. Cikini No. 144,Tangerang,Banten,2542000000,402,0,0,402,2022-09-11,sold,165
LST00457,AGT144,Ruko,Jl. Kenanga No. 246,Jakarta Selatan,DKI Jakarta,2195000000,178,0,3,247,2024-12-04,sold,49
LST00458,AGT122,Ruko,Jl. Jati No. 247,Jakarta Selatan,DKI Jakarta,9035000000,89,0,1,173,2022-02-08,active,141
LST00459,AGT053,Kavling,Jl. Pahlawan No. 22,Bandung,Jawa Barat,1204000000,441,0,0,441,2024-12-28,sold,156
LST00460,AGT083,Apartemen,Jl. Melati No. 88,Tangerang,Banten,3641000000,172,1,2,,2024-06-14,active,93
LST00461,AGT107,Apartemen,Jl. Tulip No. 26,Jakarta Selatan,DKI Jakarta,547000000,157,3,2,,2025-01-14,sold,44
LST00462,AGT074,Apartemen,Jl. Dago No. 174,Jakarta Barat,DKI Jakarta,1529000000,68,3,1,,2022-12-13,sold,16
LST00463,AGT084,Rumah,Perumahan Bintaro Sektor Blok D29 No. 42,Yogyakarta,DI Yogyakarta,3473000000,73,2,2,172,2023-06-13,active,193
LST00464,AGT031,Rumah,Perumahan Citra Garden Blok G17 No. 50,Jakarta Barat,DKI Jakarta,1349000000,163,3,3,313,2022-08-24,sold,69
LST00465,AGT016,Apartemen,Jl. Dago No. 163,Bali,Bali,2957000000,140,4,1,,2023-04-24,sold,5
LST00466,AGT069,Apartemen,Jl. Sakura No. 78,Depok,Jawa Barat,4888000000,172,1,1,,2024-04-13,active,229
LST00467,AGT022,Ruko,Jl. Mahoni No. 201,Jakarta Utara,DKI Jakarta,8999000000,184,0,1,231,2023-05-18,sold,138
LST00468,AGT109,Rumah,Jl. Diponegoro No. 168,Jakarta Barat,DKI Jakarta,9595000000,291,2,1,409,2022-12-09,sold,1
LST00469,AGT016,Apartemen,Jl. Wolter Monginsidi No. 216,Malang,Jawa Timur,4300000000,91,3,3,,2023-03-12,sold,150
LST00470,AGT131,Ruko,Jl. Cempaka No. 77,Jakarta Timur,DKI Jakarta,5409000000,103,0,1,197,2022-07-03,sold,102
LST00471,AGT032,Kavling,Jl. Gatot Subroto No. 225,Bekasi,Jawa Barat,772000000,451,0,0,451,2024-06-03,off_market,137
LST00472,AGT130,Apartemen,Jl. Pahlawan No. 70,Bekasi,Jawa Barat,2957000000,196,3,3,,2023-05-19,sold,170
LST00473,AGT083,Apartemen,Jl. Sakura No. 166,Jakarta Timur,DKI Jakarta,3148000000,75,4,3,,2022-01-05,off_market,273
LST00474,AGT002,Rumah,Jl. Malioboro No. 196,Jakarta Pusat,DKI Jakarta,656000000,404,3,2,546,2024-03-15,active,276
LST00475,AGT021,Rumah,Jl. Tulip No. 91,Tangerang,Banten,13399000000,392,2,1,563,2024-02-10,sold,154
LST00476,AGT092,Apartemen,Jl. Pinang No. 114,Surabaya,Jawa Timur,3518000000,67,1,1,,2022-01-20,active,114
LST00477,AGT006,Vila,Jl. Cikini No. 207,Surabaya,Jawa Timur,10212000000,498,5,4,594,2023-03-29,sold,60
LST00478,AGT127,Rumah,Jl. Kelapa No. 2,Jakarta Barat,DKI Jakarta,6447000000,78,4,4,258,2023-02-06,off_market,232
LST00479,AGT029,Rumah,Perumahan BSD Blok F24 No. 73,Jakarta Barat,DKI Jakarta,14752000000,202,6,5,328,2022-12-26,sold,17
LST00480,AGT033,Rumah,Jl. Kaliurang No. 187,Jakarta Selatan,DKI Jakarta,12722000000,93,3,2,238,2023-07-16,sold,50
LST00481,AGT006,Rumah,Jl. Tunjungan No. 1,Medan,Sumatera Utara,11853000000,407,6,5,471,2024-05-24,active,329
LST00482,AGT014,Rumah,Perumahan Citra Garden Blok D16 No. 47,Bekasi,Jawa Barat,14489000000,225,5,4,295,2024-11-25,sold,12
LST00483,AGT058,Apartemen,Jl. Mawar No. 101,Tangerang,Banten,734000000,93,4,3,,2023-02-03,sold,86
LST00484,AGT021,Ruko,Jl. Sudirman No. 51,Jakarta Utara,DKI Jakarta,1215000000,195,0,3,249,2022-12-03,sold,85
LST00485,AGT080,Rumah,Jl. Melati No. 152,Surabaya,Jawa Timur,1529000000,380,2,1,502,2023-11-16,active,129
LST00486,AGT064,Rumah,Jl. Kaliurang No. 204,Bali,Bali,2266000000,302,3,2,315,2023-04-30,active,38
LST00487,AGT113,Rumah,Perumahan Griya Asri Blok A13 No. 41,Bali,Bali,13018000000,108,5,5,139,2022-05-14,sold,33
LST00488,AGT016,Apartemen,Jl. Cempaka No. 27,Jakarta Barat,DKI Jakarta,3970000000,36,3,3,,2022-04-25,active,287
LST00489,AGT014,Vila,Jl. Pisang No. 222,Jakarta Selatan,DKI Jakarta,10663000000,345,6,5,711,2022-01-22,sold,117
LST00490,AGT099,Rumah,Perumahan Pakuwon Blok F26 No. 4,Bali,Bali,8105000000,467,5,5,625,2024-07-18,active,265
LST00491,AGT085,Rumah,Jl. Cempaka No. 152,Yogyakarta,DI Yogyakarta,10130000000,158,2,1,161,2023-02-01,active,294
LST00492,AGT033,Rumah,Jl. Pahlawan No. 48,Jakarta Barat,DKI Jakarta,10942000000,320,4,3,427,2023-05-13,sold,36
LST00493,AGT012,Rumah,Jl. Wolter Monginsidi No. 80,Surabaya,Jawa Timur,1491000000,125,4,4,256,2025-01-13,off_market,104
LST00494,AGT038,Ruko,Jl. Mawar No. 133,Jakarta Timur,DKI Jakarta,8492000000,238,0,3,281,2022-10-24,active,30
LST00495,AGT061,Apartemen,Jl. Pinang No. 164,Depok,Jawa Barat,4504000000,165,1,2,,2023-02-17,sold,18
LST00496,AGT088,Apartemen,Jl. Tunjungan No. 154,Depok,Jawa Barat,1901000000,192,4,3,,2023-11-10,active,297
LST00497,AGT145,Vila,Cluster Anggrek Blok G30 No. 6,Depok,Jawa Barat,11998000000,465,5,5,683,2024-10-12,sold,57
LST00498,AGT001,Apartemen,Jl. Sudirman No. 124,Tangerang,Banten,2177000000,199,2,2,,2023-11-10,sold,97
LST00499,AGT053,Apartemen,Jl. Wolter Monginsidi No. 8,Surabaya,Jawa Timur,3629000000,69,1,2,,2022-08-24,sold,37
LST00500,AGT075,Rumah,Jl. Pinang No. 51,Surabaya,Jawa Timur,7715000000,159,6,3,170,2023-08-05,active,90
LST00501,AGT057,Apartemen,Jl. Pinang No. 6,Surabaya,Jawa Timur,2496000000,66,3,3,,2022-12-27,sold,68
LST00502,AGT026,Rumah,Jl. Tulip No. 87,Jakarta Barat,DKI Jakarta,843000000,485,3,2,652,2023-03-07,active,157
LST00503,AGT117,Rumah,Jl. Pemuda No. 225,Bandung,Jawa Barat,4434000000,249,4,2,383,2022-05-14,active,61
LST00504,AGT037,Apartemen,Jl. Asia Afrika No. 82,Depok,Jawa Barat,1421000000,70,2,3,,2024-05-29,sold,163
LST00505,AGT063,Rumah,Jl. Diponegoro No. 203,Medan,Sumatera Utara,1256000000,450,6,5,498,2022-11-01,sold,84
LST00506,AGT064,Rumah,Jl. Malioboro No. 54,Depok,Jawa Barat,1372000000,382,4,2,512,2022-06-16,active,241
LST00507,AGT017,Rumah,Jl. Tunjungan No. 46,Jakarta Timur,DKI Jakarta,3243000000,320,5,5,415,2023-10-22,active,365
LST00508,AGT096,Ruko,Jl. Riau No. 164,Jakarta Timur,DKI Jakarta,9409000000,327,0,3,390,2022-03-16,active,107
LST00509,AGT057,Rumah,Cluster Mawar Blok E6 No. 48,Bali,Bali,3825000000,291,3,2,346,2023-06-06,sold,141
LST00510,AGT022,Rumah,Jl. Pisang No. 150,Jakarta Utara,DKI Jakarta,2700000000,444,2,2,557,2022-03-26,sold,120
LST00511,AGT132,Ruko,Jl. Asia Afrika No. 206,Jakarta Selatan,DKI Jakarta,6311000000,298,0,2,357,2024-10-15,sold,82
LST00512,AGT070,Rumah,Perumahan Taman Mas Blok C29 No. 11,Jakarta Timur,DKI Jakarta,6764000000,72,3,2,131,2023-08-27,active,257
LST00513,AGT132,Rumah,Perumahan Taman Mas Blok C2 No. 70,Surabaya,Jawa Timur,9456000000,389,2,2,447,2023-02-15,sold,86
LST00514,AGT051,Apartemen,Jl. Gatot Subroto No. 49,Jakarta Selatan,DKI Jakarta,3047000000,86,3,3,,2022-10-10,active,386
LST00515,AGT140,Rumah,Jl. Riau No. 243,Jakarta Selatan,DKI Jakarta,4778000000,64,4,3,152,2024-04-10,active,297
LST00516,AGT004,Ruko,Jl. Kelapa No. 122,Surabaya,Jawa Timur,8533000000,342,0,1,392,2023-04-24,active,265
LST00517,AGT142,Rumah,Perumahan BSD Blok D25 No. 90,Surabaya,Jawa Timur,12912000000,299,5,3,320,2024-05-05,sold,54
LST00518,AGT113,Apartemen,Jl. Sakura No. 79,Tangerang,Banten,4036000000,164,1,2,,2022-01-20,sold,128
LST00519,AGT091,Rumah,Jl. Cikini No. 84,Bogor,Jawa Barat,6067000000,175,5,4,350,2022-02-17,sold,146
LST00520,AGT009,Rumah,Cluster Mawar Blok A18 No. 50,Jakarta Barat,DKI Jakarta,2779000000,138,4,4,235,2023-01-21,active,244
LST00521,AGT028,Ruko,Jl. Dahlia No. 44,Depok,Jawa Barat,6187000000,371,0,2,452,2022-08-02,sold,173
LST00522,AGT142,Ruko,Jl. Jati No. 51,Jakarta Timur,DKI Jakarta,3710000000,96,0,3,173,2022-05-23,active,198
LST00523,AGT073,Ruko,Jl. Tunjungan No. 15,Jakarta Selatan,DKI Jakarta,4173000000,199,0,2,283,2024-01-25,sold,133
LST00524,AGT003,Rumah,Jl. Sakura No. 138,Surabaya,Jawa Timur,3315000000,227,5,4,267,2024-05-06,sold,123
LST00525,AGT018,Rumah,Jl. Basuki Rahmat No. 41,Surabaya,Jawa Timur,6873000000,165,3,1,244,2023-09-28,active,301
LST00526,AGT052,Rumah,Perumahan Bintaro Sektor Blok D3 No. 52,Jakarta Selatan,DKI Jakarta,8732000000,426,5,3,477,2023-05-21,active,270
LST00527,AGT085,Kavling,Jl. Anggrek No. 189,Tangerang,Banten,2531000000,331,0,0,331,2022-07-06,sold,74
LST00528,AGT117,Rumah,Jl. Jati No. 107,Bandung,Jawa Barat,6181000000,418,4,4,574,2023-05-26,active,92
LST00529,AGT111,Ruko,Jl. Flamboyan No. 101,Tangerang,Banten,8301000000,276,0,3,299,2022-03-31,sold,62
LST00530,AGT041,Rumah,Jl. Kelapa No. 233,Bandung,Jawa Barat,4985000000,381,6,3,551,2024-10-07,sold,106
LST00531,AGT142,Rumah,Jl. Kemang Raya No. 105,Surabaya,Jawa Timur,2486000000,248,2,1,377,2024-07-12,active,85
LST00532,AGT065,Apartemen,Jl. Tunjungan No. 98,Surabaya,Jawa Timur,2048000000,151,1,2,,2023-12-05,sold,103
LST00533,AGT050,Rumah,Jl. Sakura No. 84,Surabaya,Jawa Timur,6999000000,79,2,2,108,2024-08-08,active,249
LST00534,AGT119,Apartemen,Jl. Sakura No. 121,Tangerang,Banten,908000000,43,2,3,,2023-07-26,active,83
LST00535,AGT044,Vila,Perumahan Graha Famili Blok D6 No. 10,Surabaya,Jawa Timur,1591000000,460,3,2,660,2022-01-23,active,347
LST00536,AGT070,Rumah,Jl. Kelapa No. 114,Bali,Bali,3014000000,285,4,2,340,2022-04-08,active,326
LST00537,AGT134,Apartemen,Jl. Mawar No. 13,Jakarta Timur,DKI Jakarta,1192000000,121,3,2,,2024-02-12,sold,52
LST00538,AGT064,Kavling,Perumahan Griya Asri Blok D1 No. 2,Jakarta Pusat,DKI Jakarta,1734000000,202,0,0,202,2023-11-22,sold,50
LST00539,AGT017,Rumah,Perumahan Citra Garden Blok A27 No. 42,Bandung,Jawa Barat,4113000000,109,3,3,151,2023-10-23,active,288
LST00540,AGT049,Kavling,Jl. Riau No. 241,Bali,Bali,2758000000,186,0,0,186,2024-05-26,sold,31
LST00541,AGT060,Vila,Perumahan Pakuwon Blok C1 No. 50,Medan,Sumatera Utara,8005000000,204,5,5,342,2023-03-12,sold,118
LST00542,AGT057,Vila,Perumahan Taman Mas Blok B14 No. 39,Jakarta Selatan,DKI Jakarta,3163000000,486,5,6,855,2024-10-20,active,53
LST00543,AGT138,Ruko,Jl. Braga No. 174,Bandung,Jawa Barat,3609000000,208,0,1,284,2022-09-30,active,171
LST00544,AGT045,Rumah,Perumahan Pondok Indah Blok E15 No. 49,Tangerang,Banten,10909000000,449,4,4,466,2024-11-12,sold,164
LST00545,AGT060,Rumah,Jl. Tulip No. 80,Jakarta Barat,DKI Jakarta,8748000000,360,2,1,365,2023-04-30,sold,110
LST00546,AGT063,Rumah,Jl. Pinang No. 39,Bekasi,Jawa Barat,10654000000,100,2,1,195,2024-02-09,active,105
LST00547,AGT010,Vila,Perumahan Kelapa Gading Blok C21 No. 98,Jakarta Selatan,DKI Jakarta,8800000000,456,6,7,955,2022-03-23,active,267
LST00548,AGT107,Rumah,Jl. Senopati No. 88,Jakarta Barat,DKI Jakarta,11117000000,476,4,1,534,2023-05-12,sold,53
LST00549,AGT139,Rumah,Jl. Braga No. 134,Jakarta Barat,DKI Jakarta,1385000000,400,3,3,578,2023-10-21,off_market,123
LST00550,AGT114,Rumah,Jl. Kenanga No. 163,Jakarta Selatan,DKI Jakarta,10818000000,63,2,2,80,2022-10-17,active,105
LST00551,AGT033,Apartemen,Jl. Pemuda No. 186,Tangerang,Banten,1101000000,66,2,1,,2024-08-14,sold,80
LST00552,AGT043,Kavling,Jl. Sudirman No. 78,Tangerang,Banten,1009000000,205,0,0,205,2023-08-08,sold,148
LST00553,AGT115,Rumah,Jl. Asia Afrika No. 102,Surabaya,Jawa Timur,10913000000,163,4,4,183,2024-02-13,sold,43
LST00554,AGT121,Kavling,Jl. Pemuda No. 195,Medan,Sumatera Utara,2007000000,296,0,0,296,2022-11-16,active,247
LST00555,AGT006,Apartemen,Jl. Cendana No. 142,Depok,Jawa Barat,3474000000,131,1,2,,2022-12-26,sold,66
LST00556,AGT098,Apartemen,Jl. Basuki Rahmat No. 19,Bandung,Jawa Barat,4148000000,100,4,2,,2023-11-14,sold,35
LST00557,AGT121,Ruko,Jl. Solo No. 187,Bali,Bali,4006000000,159,0,1,159,2024-02-06,sold,126
LST00558,AGT104,Rumah,Perumahan Pondok Indah Blok A14 No. 5,Bandung,Jawa Barat,7312000000,262,4,4,387,2022-09-12,sold,99
LST00559,AGT145,Rumah,Jl. Wolter Monginsidi No. 131,Medan,Sumatera Utara,3160000000,159,5,3,356,2024-09-27,active,326
LST00560,AGT095,Apartemen,Jl. Sudirman No. 123,Jakarta Pusat,DKI Jakarta,822000000,188,4,2,,2022-03-12,sold,93
LST00561,AGT008,Apartemen,Jl. Sudirman No. 155,Jakarta Barat,DKI Jakarta,1561000000,88,4,3,,2022-11-27,active,7
LST00562,AGT030,Kavling,Jl. Braga No. 102,Depok,Jawa Barat,578000000,409,0,0,409,2022-06-14,off_market,295
LST00563,AGT049,Apartemen,Jl. Solo No. 248,Jakarta Pusat,DKI Jakarta,3814000000,64,4,2,,2024-12-27,sold,169
LST00564,AGT098,Rumah,Jl. Wolter Monginsidi No. 209,Jakarta Barat,DKI Jakarta,10102000000,217,5,1,244,2022-10-20,active,138
LST00565,AGT054,Rumah,Jl. Mawar No. 25,Malang,Jawa Timur,12759000000,263,4,1,306,2022-05-24,sold,179
LST00566,AGT107,Apartemen,Jl. Jati No. 96,Bali,Bali,4650000000,128,3,3,,2023-01-17,sold,35
LST00567,AGT051,Apartemen,Jl. Kelapa No. 48,Jakarta Selatan,DKI Jakarta,4335000000,68,1,2,,2023-02-16,active,31
LST00568,AGT047,Kavling,Jl. Dago No. 113,Semarang,Jawa Tengah,985000000,212,0,0,212,2022-08-12,off_market,115
LST00569,AGT021,Ruko,Jl. Senopati No. 8,Depok,Jawa Barat,5602000000,123,0,2,138,2023-04-26,active,245
LST00570,AGT125,Vila,Jl. Anggrek No. 25,Bekasi,Jawa Barat,4303000000,154,3,3,588,2023-03-09,active,268
LST00571,AGT002,Kavling,Jl. Gatot Subroto No. 239,Jakarta Utara,DKI Jakarta,1738000000,388,0,0,388,2024-09-22,active,243
LST00572,AGT087,Kavling,Perumahan Pakuwon Blok C11 No. 31,Surabaya,Jawa Timur,2675000000,299,0,0,299,2024-01-10,sold,171
LST00573,AGT103,Vila,Perumahan Taman Mas Blok A15 No. 90,Jakarta Pusat,DKI Jakarta,13400000000,462,3,3,959,2024-04-02,active,372
LST00574,AGT036,Rumah,Jl. Sudirman No. 95,Tangerang,Banten,920000000,368,2,2,547,2024-07-14,active,317
LST00575,AGT122,Vila,Jl. Kemang Raya No. 5,Bali,Bali,17872000000,361,4,3,737,2024-01-08,sold,12
LST00576,AGT084,Apartemen,Jl. Dahlia No. 90,Depok,Jawa Barat,3989000000,81,4,2,,2024-05-26,active,244
LST00577,AGT026,Apartemen,Jl. Kaliurang No. 225,Jakarta Selatan,DKI Jakarta,3502000000,97,2,3,,2024-10-30,sold,9
LST00578,AGT033,Rumah,Jl. Tunjungan No. 44,Surabaya,Jawa Timur,8658000000,467,2,2,639,2024-07-02,sold,30
LST00579,AGT124,Ruko,Jl. Dahlia No. 28,Bekasi,Jawa Barat,9658000000,203,0,1,230,2024-06-09,sold,8
LST00580,AGT042,Ruko,Jl. Basuki Rahmat No. 244,Yogyakarta,DI Yogyakarta,6149000000,276,0,2,304,2022-09-10,active,341
LST00581,AGT035,Apartemen,Jl. Senopati No. 224,Semarang,Jawa Tengah,4728000000,184,4,1,,2023-04-04,active,295
LST00582,AGT017,Apartemen,Jl. Pemuda No. 207,Bali,Bali,3161000000,118,4,3,,2023-04-23,sold,58
LST00583,AGT067,Rumah,Perumahan Pondok Indah Blok B24 No. 15,Jakarta Timur,DKI Jakarta,2395000000,208,2,1,230,2024-01-24,sold,33
LST00584,AGT081,Kavling,Jl. Cikini No. 16,Surabaya,Jawa Timur,1757000000,375,0,0,375,2025-01-01,active,98
LST00585,AGT100,Rumah,Jl. Pisang No. 28,Surabaya,Jawa Timur,7441000000,223,4,2,356,2024-03-20,sold,3
LST00586,AGT138,Kavling,Perumahan Kelapa Gading Blok G8 No. 64,Bekasi,Jawa Barat,2086000000,241,0,0,241,2024-07-22,active,76
LST00587,AGT073,Kavling,Jl. Anggrek No. 154,Surabaya,Jawa Timur,797000000,462,0,0,462,2023-10-18,active,159
LST00588,AGT129,Vila,Jl. Malioboro No. 75,Tangerang,Banten,5045000000,290,7,7,663,2024-02-11,sold,16
LST00589,AGT086,Apartemen,Jl. Jati No. 220,Jakarta Timur,DKI Jakarta,1600000000,75,2,3,,2024-09-25,active,373
LST00590,AGT101,Rumah,Cluster Mawar Blok F16 No. 45,Tangerang,Banten,5400000000,477,3,1,617,2024-03-12,active,201
LST00591,AGT019,Rumah,Jl. Riau No. 25,Jakarta Barat,DKI Jakarta,9148000000,432,4,3,610,2022-09-26,sold,83
LST00592,AGT149,Rumah,Jl. Sakura No. 114,Jakarta Selatan,DKI Jakarta,14686000000,472,2,2,589,2024-09-15,sold,75
LST00593,AGT038,Rumah,Perumahan Graha Famili Blok G19 No. 14,Yogyakarta,DI Yogyakarta,3936000000,171,3,3,337,2022-10-30,sold,97
LST00594,AGT110,Apartemen,Jl. Jati No. 242,Bekasi,Jawa Barat,1728000000,36,1,2,,2022-04-18,active,61
LST00595,AGT132,Apartemen,Jl. Riau No. 63,Surabaya,Jawa Timur,3122000000,173,4,1,,2022-03-11,off_market,90
LST00596,AGT062,Rumah,Jl. Dahlia No. 200,Depok,Jawa Barat,6998000000,310,4,2,477,2024-08-07,sold,167
