inquiry_id,listing_id,agent_id,inquiry_date,contact_method,outcome,response_time_hours
INQ00712,LST00413,AGT048,2022-02-06,Telepon,viewing_scheduled,50:04:00
INQ00713,LST00413,AGT048,2022-02-09,WhatsApp,info_sent,37:04:00
INQ00714,LST00827,AGT028,2023-01-05,WhatsApp,info_sent,55:01:00
INQ00715,LST00386,AGT034,2023-04-02,WhatsApp,no_response,
INQ00716,LST00675,AGT093,2022-08-19,WhatsApp,info_sent,45:03:00
INQ00717,LST00336,AGT122,2024-03-23,WhatsApp,no_response,
INQ00718,LST00403,AGT019,2024-05-12,WhatsApp,deal_closed,24:02:00
INQ00719,LST00459,AGT053,2025-01-23,Email,info_sent,29:02:00
INQ00720,LST00154,AGT077,2024-09-09,WhatsApp,viewing_scheduled,46:09:00
INQ00721,LST00960,AGT093,2025-02-14,WhatsApp,viewing_scheduled,10:01
INQ00722,LST00582,AGT017,2023-05-18,Telepon,deal_closed,42:08:00
INQ00723,LST00041,AGT083,2025-02-28,Email,viewing_scheduled,55:06:00
INQ00724,LST00275,AGT128,2022-09-13,Telepon,viewing_scheduled,43:09:00
INQ00725,LST00296,AGT121,2024-08-12,WhatsApp,info_sent,9:02
INQ00726,LST00941,AGT039,2022-04-14,WhatsApp,no_response,
INQ00727,LST00975,AGT093,2024-11-20,Email,deal_closed,16:06
INQ00728,LST00862,AGT036,2023-05-26,Walk-in,viewing_scheduled,51:06:00
INQ00729,LST00257,AGT101,2022-10-09,WhatsApp,offer_made,9:04
INQ00730,LST00904,AGT031,2025-02-28,WhatsApp,deal_closed,43:09:00
INQ00731,LST00567,AGT051,2023-02-20,Email,no_response,
INQ00732,LST00291,AGT086,2022-09-11,Telepon,offer_made,39:03:00
INQ00733,LST00469,AGT016,2023-03-21,Email,offer_made,31:08:00
INQ00734,LST00366,AGT061,2024-07-27,WhatsApp,viewing_scheduled,29:00:00
INQ00735,LST00400,AGT025,2022-03-31,WhatsApp,viewing_scheduled,55:04:00
INQ00736,LST00673,AGT063,2025-01-26,WhatsApp,viewing_scheduled,32:06:00
INQ00737,LST00390,AGT025,2024-02-04,Email,no_response,
INQ00738,LST00737,AGT030,2024-07-10,Email,viewing_scheduled,35:07:00
INQ00739,LST00545,AGT060,2023-07-02,WhatsApp,viewing_scheduled,10:09
INQ00740,LST00639,AGT094,2022-01-20,Telepon,viewing_scheduled,35:09:00
INQ00741,LST00866,AGT047,2024-02-10,WhatsApp,info_sent,37:02:00
INQ00742,LST00201,AGT107,2022-10-03,Walk-in,no_response,
INQ00743,LST00810,AGT121,2022-07-09,WhatsApp,offer_made,37:08:00
INQ00744,LST00409,AGT077,2022-07-07,Email,offer_made,57:01:00
INQ00745,LST00378,AGT067,2022-02-26,Email,info_sent,63:06:00
INQ00746,LST00680,AGT106,2023-06-24,Walk-in,info_sent,27:05:00
INQ00747,LST00635,AGT110,2025-02-28,Email,viewing_scheduled,41:00:00
INQ00748,LST00032,AGT074,2022-04-21,WhatsApp,info_sent,64:08:00
INQ00749,LST00181,AGT110,2025-02-28,WhatsApp,info_sent,18:02
INQ00750,LST00957,AGT145,2025-02-28,WhatsApp,viewing_scheduled,42:08:00
INQ00751,LST00201,AGT107,2022-04-05,WhatsApp,viewing_scheduled,21:03
INQ00752,LST00654,AGT057,2024-04-25,Email,no_response,
INQ00753,LST00700,AGT146,2024-12-26,Walk-in,viewing_scheduled,61:00:00
INQ00754,LST00809,AGT137,2022-11-24,WhatsApp,info_sent,39:04:00
INQ00755,LST00924,AGT092,2025-02-28,WhatsApp,info_sent,29:02:00
INQ00756,LST00267,AGT005,2022-05-03,Email,offer_made,66:00:00
INQ00757,LST00192,AGT021,2023-03-23,Walk-in,info_sent,52:00:00
INQ00758,LST00955,AGT104,2023-07-03,WhatsApp,info_sent,28:01:00
INQ00759,LST00992,AGT111,2023-06-01,WhatsApp,info_sent,68:01:00
INQ00760,LST00227,AGT098,2022-12-23,WhatsApp,viewing_scheduled,43:08:00
INQ00761,LST00703,AGT010,2022-08-10,WhatsApp,info_sent,62:00:00
INQ00762,LST00963,AGT106,2024-04-21,WhatsApp,viewing_scheduled,51:02:00
INQ00763,LST00379,AGT048,2024-05-16,WhatsApp,offer_made,35:03:00
INQ00764,LST00270,AGT031,2022-07-11,Telepon,info_sent,1:02
INQ00765,LST00329,AGT078,2023-06-11,Walk-in,offer_made,20:08
INQ00766,LST00268,AGT025,2024-12-11,WhatsApp,info_sent,22:01
INQ00767,LST00639,AGT094,2022-01-05,Email,viewing_scheduled,59:04:00
INQ00768,LST00077,AGT124,2024-06-08,Telepon,viewing_scheduled,34:09:00
INQ00769,LST00049,AGT008,2022-12-12,Telepon,offer_made,24:01:00
INQ00770,LST00242,AGT033,2023-06-13,WhatsApp,no_response,
INQ00771,LST00859,AGT068,2022-09-03,WhatsApp,info_sent,22:02
INQ00772,LST00334,AGT090,2022-06-28,Telepon,no_response,
INQ00773,LST00335,AGT056,2023-06-06,WhatsApp,no_response,
INQ00774,LST00222,AGT148,2022-06-17,WhatsApp,viewing_scheduled,63:08:00
INQ00775,LST00838,AGT008,2023-05-02,Telepon,deal_closed,60:09:00
INQ00776,LST00538,AGT064,2023-11-28,WhatsApp,info_sent,32:03:00
INQ00777,LST00325,AGT091,2022-08-03,WhatsApp,viewing_scheduled,19:02
INQ00778,LST00867,AGT124,2024-07-23,Email,offer_made,57:08:00
INQ00779,LST00291,AGT086,2022-07-07,WhatsApp,deal_closed,25:05:00
INQ00780,LST00468,AGT109,2022-12-10,Email,viewing_scheduled,68:03:00
INQ00781,LST00125,AGT069,2023-09-15,Email,viewing_scheduled,34:01:00
INQ00782,LST00062,AGT145,2023-06-10,Walk-in,no_response,
INQ00783,LST00776,AGT117,2022-05-13,WhatsApp,info_sent,26:01:00
INQ00784,LST00241,AGT122,2024-10-21,Telepon,viewing_scheduled,61:07:00
INQ00785,LST00357,AGT100,2025-02-28,WhatsApp,no_response,
INQ00786,LST00958,AGT097,2023-09-27,Telepon,deal_closed,30:09:00
INQ00787,LST00060,AGT101,2024-04-08,Walk-in,viewing_scheduled,36:05:00
INQ00788,LST00812,AGT021,2025-02-06,Telepon,viewing_scheduled,20:02
INQ00789,LST00884,AGT028,2023-01-03,WhatsApp,viewing_scheduled,50:09:00
INQ00790,LST00523,AGT073,2024-04-20,Walk-in,offer_made,20:02
INQ00791,LST00648,AGT137,2024-06-04,Walk-in,viewing_scheduled,30:04:00
INQ00792,LST00373,AGT122,2022-05-02,WhatsApp,offer_made,60:06:00
INQ00793,LST00295,AGT091,2025-01-05,Telepon,no_response,
INQ00794,LST00312,AGT093,2024-08-05,WhatsApp,no_response,
INQ00795,LST00832,AGT021,2023-09-12,WhatsApp,no_response,
INQ00796,LST00140,AGT083,2023-03-17,WhatsApp,no_response,
INQ00797,LST00044,AGT109,2022-08-15,WhatsApp,info_sent,46:01:00
INQ00798,LST00601,AGT031,2022-04-05,WhatsApp,info_sent,9:05
INQ00799,LST00899,AGT148,2022-12-11,WhatsApp,info_sent,5:01
INQ00800,LST00006,AGT036,2022-09-30,WhatsApp,viewing_scheduled,2:05
INQ00801,LST00209,AGT078,2025-01-30,Telepon,deal_closed,13:02
INQ00802,LST00103,AGT149,2023-07-11,WhatsApp,info_sent,61:03:00
INQ00803,LST00538,AGT064,2023-12-31,WhatsApp,info_sent,42:03:00
INQ00804,LST00734,AGT150,2024-11-04,WhatsApp,viewing_scheduled,69:03:00
INQ00805,LST00707,AGT077,2024-08-08,WhatsApp,viewing_scheduled,64:07:00
INQ00806,LST00808,AGT100,2023-08-27,Walk-in,info_sent,46:03:00
INQ00807,LST00154,AGT077,2024-09-11,WhatsApp,no_response,
INQ00808,LST00376,AGT061,2022-05-15,Walk-in,offer_made,12:02
INQ00809,LST00378,AGT067,2022-03-02,WhatsApp,no_response,
INQ00810,LST00539,AGT017,2024-02-11,WhatsApp,offer_made,39:02:00
INQ00811,LST00836,AGT020,2023-08-16,Walk-in,no_response,
INQ00812,LST00195,AGT093,2024-06-02,WhatsApp,info_sent,43:07:00
INQ00813,LST00900,AGT060,2022-07-05,Email,no_response,
INQ00814,LST00642,AGT093,2024-03-16,Email,no_response,
INQ00815,LST00061,AGT003,2022-12-17,Walk-in,no_response,
INQ00816,LST00907,AGT065,2023-09-02,Telepon,info_sent,30:00:00
INQ00817,LST00502,AGT026,2023-04-16,WhatsApp,offer_made,39:08:00
INQ00818,LST00354,AGT063,2023-09-17,Telepon,info_sent,55:02:00
INQ00819,LST00414,AGT102,2024-11-28,Walk-in,no_response,
INQ00820,LST00682,AGT129,2023-07-04,WhatsApp,info_sent,64:08:00
INQ00821,LST00492,AGT033,2023-06-11,WhatsApp,info_sent,53:08:00
INQ00822,LST00372,AGT105,2025-02-28,Email,info_sent,34:09:00
INQ00823,LST00389,AGT083,2023-06-18,Telepon,no_response,
INQ00824,LST00334,AGT090,2022-04-11,Email,no_response,
INQ00825,LST00524,AGT003,2024-08-18,Walk-in,offer_made,53:04:00
INQ00826,LST00392,AGT095,2024-03-20,Email,viewing_scheduled,17:04
INQ00827,LST00105,AGT103,2022-09-12,WhatsApp,viewing_scheduled,62:06:00
INQ00828,LST00736,AGT043,2024-04-09,WhatsApp,offer_made,33:08:00
INQ00829,LST00065,AGT068,2023-01-29,Email,info_sent,14:04
INQ00830,LST00807,AGT060,2023-09-13,Telepon,offer_made,42:00:00
INQ00831,LST00191,AGT118,2024-08-04,WhatsApp,info_sent,13:02
INQ00832,LST00159,AGT035,2025-01-05,Walk-in,info_sent,63:05:00
INQ00833,LST00979,AGT044,2022-05-25,Walk-in,info_sent,57:06:00
INQ00834,LST00674,AGT099,2022-10-15,Telepon,no_response,
INQ00835,LST00656,AGT149,2022-12-08,WhatsApp,viewing_scheduled,39:07:00
INQ00836,LST00243,AGT029,2023-01-16,WhatsApp,offer_made,26:02:00
INQ00837,LST00988,AGT146,2023-04-06,Telepon,viewing_scheduled,14:07
INQ00838,LST00570,AGT125,2023-08-13,WhatsApp,info_sent,8:09
INQ00839,LST00743,AGT073,2022-03-04,Walk-in,deal_closed,63:06:00
INQ00840,LST00225,AGT088,2024-08-26,WhatsApp,info_sent,17:09
INQ00841,LST00021,AGT051,2024-08-30,WhatsApp,info_sent,62:03:00
INQ00842,LST00592,AGT149,2024-11-17,Email,offer_made,52:02:00
INQ00843,LST00185,AGT116,2024-06-22,Email,viewing_scheduled,31:06:00
INQ00844,LST00192,AGT021,2023-03-28,WhatsApp,viewing_scheduled,5:01
INQ00845,LST00057,AGT115,2023-08-19,WhatsApp,offer_made,64:09:00
INQ00846,LST00480,AGT033,2023-09-02,Telepon,viewing_scheduled,51:08:00
INQ00847,LST00220,AGT037,2024-03-01,Walk-in,info_sent,10:00
INQ00848,LST00975,AGT093,2024-11-08,Telepon,info_sent,9:05
INQ00849,LST00029,AGT109,2024-06-10,Walk-in,no_response,
INQ00850,LST00138,AGT130,2022-11-12,WhatsApp,deal_closed,56:09:00
INQ00851,LST00884,AGT028,2022-12-19,Telepon,info_sent,12:06
INQ00852,LST00905,AGT089,2024-02-11,WhatsApp,deal_closed,39:09:00
INQ00853,LST00622,AGT096,2025-01-13,Telepon,viewing_scheduled,36:05:00
INQ00854,LST00583,AGT067,2024-02-21,WhatsApp,offer_made,15:02
INQ00855,LST00758,AGT141,2024-08-08,Email,viewing_scheduled,25:08:00
INQ00856,LST00243,AGT029,2023-02-14,WhatsApp,deal_closed,56:09:00
INQ00857,LST00834,AGT130,2023-06-25,WhatsApp,no_response,
INQ00858,LST00285,AGT126,2023-08-06,WhatsApp,info_sent,46:05:00
INQ00859,LST00835,AGT005,2022-11-10,WhatsApp,viewing_scheduled,4:09
INQ00860,LST00856,AGT072,2022-05-03,WhatsApp,deal_closed,41:01:00
INQ00861,LST00951,AGT005,2023-05-24,WhatsApp,no_response,
INQ00862,LST00798,AGT047,2024-04-10,Email,viewing_scheduled,12:01
INQ00863,LST00950,AGT129,2024-07-15,Email,deal_closed,25:01:00
INQ00864,LST00025,AGT108,2022-10-12,WhatsApp,info_sent,34:05:00
INQ00865,LST00670,AGT038,2022-06-14,Walk-in,viewing_scheduled,14:00
INQ00866,LST00627,AGT096,2023-08-27,WhatsApp,no_response,
INQ00867,LST00591,AGT019,2022-11-18,Telepon,no_response,
INQ00868,LST00216,AGT073,2025-02-28,Email,viewing_scheduled,6:08
INQ00869,LST00991,AGT113,2023-01-09,WhatsApp,info_sent,3:06
INQ00870,LST00155,AGT031,2023-12-03,WhatsApp,info_sent,11:04
INQ00871,LST00888,AGT132,2022-10-30,Email,viewing_scheduled,29:06:00
INQ00872,LST00771,AGT128,2022-08-13,WhatsApp,no_response,
INQ00873,LST00118,AGT145,2022-09-18,Walk-in,deal_closed,48:05:00
INQ00874,LST00119,AGT079,2022-11-04,WhatsApp,info_sent,7:06
INQ00875,LST00936,AGT039,2024-05-24,WhatsApp,no_response,
INQ00876,LST00633,AGT123,2023-11-13,WhatsApp,viewing_scheduled,9:09
INQ00877,LST00352,AGT083,2023-01-29,Walk-in,viewing_scheduled,54:07:00
INQ00878,LST00955,AGT104,2023-05-04,WhatsApp,viewing_scheduled,53:08:00
INQ00879,LST00220,AGT037,2023-11-06,WhatsApp,viewing_scheduled,13:09
INQ00880,LST00390,AGT025,2024-06-16,WhatsApp,viewing_scheduled,1:01
INQ00881,LST00184,AGT119,2022-12-16,Email,offer_made,58:04:00
INQ00882,LST00796,AGT100,2024-01-31,WhatsApp,no_response,
INQ00883,LST00783,AGT091,2022-07-19,WhatsApp,no_response,
INQ00884,LST00093,AGT030,2025-02-09,WhatsApp,viewing_scheduled,49:02:00
INQ00885,LST00641,AGT029,2024-03-23,WhatsApp,info_sent,61:09:00
INQ00886,LST00591,AGT019,2022-11-06,WhatsApp,no_response,
INQ00887,LST00611,AGT086,2022-09-28,WhatsApp,no_response,
INQ00888,LST00018,AGT117,2022-12-17,WhatsApp,offer_made,61:00:00
INQ00889,LST00991,AGT113,2023-01-24,Walk-in,info_sent,60:05:00
INQ00890,LST00068,AGT039,2023-11-10,Walk-in,deal_closed,47:02:00
INQ00891,LST00825,AGT053,2023-12-28,WhatsApp,offer_made,48:01:00
INQ00892,LST00611,AGT086,2022-10-02,WhatsApp,deal_closed,50:00:00
INQ00893,LST00509,AGT057,2023-06-10,Walk-in,no_response,
INQ00894,LST00235,AGT131,2025-02-10,WhatsApp,no_response,
INQ00895,LST00283,AGT052,2023-12-29,WhatsApp,info_sent,39:06:00
INQ00896,LST00553,AGT115,2024-03-07,WhatsApp,info_sent,54:09:00
INQ00897,LST00134,AGT040,2024-06-30,WhatsApp,info_sent,67:08:00
INQ00898,LST00910,AGT046,2024-09-14,WhatsApp,no_response,
INQ00899,LST00494,AGT038,2022-11-22,WhatsApp,info_sent,9:00
INQ00900,LST00629,AGT049,2023-03-04,Telepon,info_sent,40:02:00
INQ00901,LST00285,AGT126,2023-06-05,WhatsApp,viewing_scheduled,44:06:00
INQ00902,LST00454,AGT036,2024-10-19,Walk-in,no_response,
INQ00903,LST00442,AGT032,2024-01-19,Email,no_response,
INQ00904,LST00423,AGT050,2024-09-15,WhatsApp,no_response,
INQ00905,LST00881,AGT075,2023-12-28,Telepon,offer_made,68:01:00
INQ00906,LST00110,AGT148,2024-07-25,WhatsApp,info_sent,68:06:00
INQ00907,LST00163,AGT014,2022-05-07,Email,no_response,
INQ00908,LST00228,AGT039,2023-12-23,WhatsApp,info_sent,4:03
INQ00909,LST00018,AGT117,2022-12-23,WhatsApp,info_sent,68:09:00
INQ00910,LST00578,AGT033,2024-07-31,Walk-in,offer_made,32:06:00
INQ00911,LST00434,AGT136,2025-01-01,Email,no_response,
INQ00912,LST00380,AGT079,2023-01-15,Email,offer_made,56:01:00
INQ00913,LST00357,AGT100,2025-02-28,WhatsApp,info_sent,60:07:00
INQ00914,LST00969,AGT107,2024-09-18,WhatsApp,viewing_scheduled,60:06:00
INQ00915,LST00141,AGT125,2025-02-05,Telepon,viewing_scheduled,0:03
INQ00916,LST00046,AGT019,2022-06-26,WhatsApp,deal_closed,8:06
INQ00917,LST00803,AGT042,2022-04-11,WhatsApp,no_response,
INQ00918,LST00213,AGT080,2023-02-18,Walk-in,info_sent,39:09:00
INQ00919,LST00103,AGT149,2023-07-21,WhatsApp,info_sent,55:00:00
INQ00920,LST00093,AGT030,2025-02-28,WhatsApp,info_sent,37:02:00
INQ00921,LST00558,AGT104,2022-09-13,Telepon,no_response,
INQ00922,LST00832,AGT021,2023-09-04,Telepon,no_response,
INQ00923,LST00152,AGT094,2024-01-19,WhatsApp,deal_closed,7:09
INQ00924,LST00351,AGT121,2023-12-31,Telepon,no_response,
INQ00925,LST00201,AGT107,2022-10-11,WhatsApp,info_sent,32:07:00
INQ00926,LST00253,AGT015,2022-09-30,Telepon,offer_made,16:06
INQ00927,LST00082,AGT053,2024-02-10,WhatsApp,info_sent,69:08:00
INQ00928,LST00977,AGT055,2024-06-20,Telepon,info_sent,14:04
INQ00929,LST00411,AGT021,2024-03-17,WhatsApp,offer_made,14:02
INQ00930,LST00018,AGT117,2022-12-10,Telepon,info_sent,25:02:00
INQ00931,LST00881,AGT075,2024-05-02,Email,info_sent,32:02:00
INQ00932,LST00721,AGT148,2024-07-11,Email,info_sent,35:08:00
INQ00933,LST00210,AGT007,2024-12-23,Telepon,no_response,
INQ00934,LST00342,AGT017,2023-06-11,Email,deal_closed,14:05
INQ00935,LST00413,AGT048,2022-02-07,Telepon,info_sent,60:04:00
INQ00936,LST00911,AGT016,2023-11-05,Telepon,no_response,
INQ00937,LST00081,AGT093,2023-10-17,Telepon,no_response,
INQ00938,LST00538,AGT064,2023-12-07,WhatsApp,offer_made,61:05:00
INQ00939,LST00020,AGT028,2023-06-13,WhatsApp,info_sent,29:01:00
INQ00940,LST00436,AGT103,2022-06-19,WhatsApp,info_sent,45:02:00
INQ00941,LST00026,AGT106,2025-02-12,WhatsApp,no_response,
INQ00942,LST00458,AGT122,2022-06-12,Email,viewing_scheduled,9:00
INQ00943,LST00259,AGT001,2022-01-27,WhatsApp,deal_closed,47:02:00
INQ00944,LST00600,AGT006,2023-06-29,Telepon,deal_closed,67:08:00
INQ00945,LST00070,AGT106,2024-11-26,Telepon,deal_closed,50:04:00
INQ00946,LST00725,AGT062,2023-11-26,Email,info_sent,41:04:00
INQ00947,LST00323,AGT136,2023-04-15,Email,offer_made,4:08
INQ00948,LST00804,AGT002,2025-02-28,WhatsApp,info_sent,44:00:00
INQ00949,LST00514,AGT051,2022-10-29,Email,info_sent,46:06:00
INQ00950,LST00613,AGT026,2024-07-18,Telepon,info_sent,56:04:00
INQ00951,LST00542,AGT057,2024-11-20,Email,info_sent,46:07:00
INQ00952,LST00204,AGT050,2023-07-10,Email,viewing_scheduled,49:04:00
INQ00953,LST00834,AGT130,2023-09-29,WhatsApp,viewing_scheduled,40:01:00
INQ00954,LST00300,AGT086,2025-02-10,WhatsApp,info_sent,68:08:00
INQ00955,LST00153,AGT020,2022-11-02,Telepon,info_sent,68:06:00
INQ00956,LST00497,AGT145,2024-11-11,Telepon,info_sent,17:09
INQ00957,LST00851,AGT131,2023-12-02,Walk-in,info_sent,31:05:00
INQ00958,LST00216,AGT073,2025-02-28,Email,viewing_scheduled,48:03:00
INQ00959,LST00610,AGT070,2022-08-08,Telepon,viewing_scheduled,65:07:00
INQ00960,LST00626,AGT132,2024-10-17,WhatsApp,no_response,
INQ00961,LST00729,AGT047,2024-01-06,WhatsApp,viewing_scheduled,61:01:00
INQ00962,LST00979,AGT044,2022-08-05,WhatsApp,no_response,
INQ00963,LST00220,AGT037,2024-02-24,WhatsApp,viewing_scheduled,33:02:00
INQ00964,LST00926,AGT103,2024-04-07,WhatsApp,no_response,
INQ00965,LST00092,AGT002,2023-10-17,WhatsApp,info_sent,47:06:00
INQ00966,LST00676,AGT090,2023-03-09,Email,offer_made,45:02:00
INQ00967,LST00098,AGT062,2022-08-12,WhatsApp,info_sent,49:03:00
INQ00968,LST00769,AGT090,2024-08-03,Email,viewing_scheduled,63:07:00
INQ00969,LST00799,AGT012,2025-01-29,Telepon,no_response,
INQ00970,LST00919,AGT134,2024-06-21,WhatsApp,viewing_scheduled,69:03:00
INQ00971,LST00749,AGT098,2023-11-19,Telepon,offer_made,42:04:00
INQ00972,LST00297,AGT021,2022-12-17,Telepon,no_response,
INQ00973,LST00835,AGT005,2022-09-07,Telepon,info_sent,64:04:00
INQ00974,LST00312,AGT093,2024-07-15,WhatsApp,info_sent,54:06:00
INQ00975,LST00463,AGT084,2023-09-12,Telepon,viewing_scheduled,53:01:00
INQ00976,LST00239,AGT080,2024-04-04,Telepon,viewing_scheduled,27:00:00
INQ00977,LST00955,AGT104,2023-03-04,Telepon,info_sent,4:05
INQ00978,LST00027,AGT142,2023-05-12,Telepon,no_response,
INQ00979,LST00429,AGT132,2022-10-04,WhatsApp,viewing_scheduled,48:00:00
INQ00980,LST00849,AGT028,2024-07-31,WhatsApp,info_sent,40:06:00
INQ00981,LST00307,AGT002,2024-06-16,WhatsApp,no_response,
INQ00982,LST00783,AGT091,2022-07-06,WhatsApp,viewing_scheduled,64:02:00
INQ00983,LST00691,AGT039,2023-04-13,WhatsApp,viewing_scheduled,48:03:00
INQ00984,LST00574,AGT036,2025-02-28,WhatsApp,viewing_scheduled,52:03:00
INQ00985,LST00402,AGT084,2023-11-11,Email,viewing_scheduled,47:09:00
INQ00986,LST00052,AGT057,2025-02-28,WhatsApp,viewing_scheduled,25:06:00
INQ00987,LST00731,AGT006,2023-04-03,WhatsApp,no_response,
INQ00988,LST00810,AGT121,2022-06-25,WhatsApp,info_sent,30:08:00
INQ00989,LST00507,AGT017,2024-07-30,Email,info_sent,12:08
INQ00990,LST00291,AGT086,2022-11-03,Telepon,info_sent,24:01:00
INQ00991,LST00387,AGT047,2024-08-26,WhatsApp,deal_closed,67:00:00
INQ00992,LST00595,AGT132,2022-06-03,Email,offer_made,28:07:00
INQ00993,LST00300,AGT086,2025-02-28,WhatsApp,viewing_scheduled,66:07:00
INQ00994,LST00719,AGT062,2025-02-08,Email,info_sent,27:07:00
INQ00995,LST00255,AGT110,2022-08-08,WhatsApp,viewing_scheduled,31:00:00
INQ00996,LST00273,AGT125,2024-12-25,Telepon,info_sent,11:00
INQ00997,LST00455,AGT060,2022-07-01,WhatsApp,viewing_scheduled,24:04:00
INQ00998,LST00396,AGT014,2022-10-01,WhatsApp,info_sent,41:08:00
INQ00999,LST00249,AGT091,2022-09-11,WhatsApp,viewing_scheduled,39:04:00
INQ01000,LST00001,AGT108,2023-10-26,Telepon,deal_closed,16:01
INQ01001,LST00548,AGT107,2023-06-06,Telepon,offer_made,36:02:00
INQ01002,LST00629,AGT049,2023-02-17,Telepon,no_response,
INQ01003,LST00265,AGT005,2022-09-25,Telepon,no_response,
INQ01004,LST00771,AGT128,2022-08-04,Telepon,viewing_scheduled,41:05:00
INQ01005,LST00436,AGT103,2022-05-10,Email,no_response,
INQ01006,LST00092,AGT002,2023-10-03,WhatsApp,info_sent,71:09:00
INQ01007,LST00116,AGT073,2024-03-16,Walk-in,deal_closed,18:00
INQ01008,LST00678,AGT149,2023-06-05,Email,info_sent,71:09:00
INQ01009,LST00895,AGT025,2022-11-30,Walk-in,info_sent,7:09
INQ01010,LST00219,AGT034,2023-05-20,Walk-in,info_sent,64:04:00
INQ01011,LST00350,AGT111,2025-02-28,WhatsApp,no_response,
INQ01012,LST00941,AGT039,2022-05-12,WhatsApp,viewing_scheduled,36:08:00
INQ01013,LST00411,AGT021,2024-03-20,Walk-in,offer_made,1:07
INQ01014,LST00170,AGT091,2023-09-12,WhatsApp,deal_closed,21:08
INQ01015,LST00149,AGT140,2022-04-14,WhatsApp,viewing_scheduled,7:01
INQ01016,LST00326,AGT040,2025-02-28,WhatsApp,info_sent,50:02:00
INQ01017,LST00281,AGT097,2024-07-21,Telepon,info_sent,29:00:00
INQ01018,LST00065,AGT068,2023-02-04,Walk-in,deal_closed,34:09:00
INQ01019,LST00934,AGT095,2022-06-24,Walk-in,viewing_scheduled,9:02
INQ01020,LST00265,AGT005,2022-10-08,Telepon,viewing_scheduled,54:02:00
INQ01021,LST00646,AGT115,2022-02-16,Telepon,viewing_scheduled,68:09:00
INQ01022,LST00747,AGT044,2022-04-18,WhatsApp,viewing_scheduled,60:00:00
INQ01023,LST00149,AGT140,2022-03-24,WhatsApp,no_response,
INQ01024,LST00454,AGT036,2024-06-26,WhatsApp,viewing_scheduled,61:01:00
INQ01025,LST00108,AGT026,2024-01-13,WhatsApp,viewing_scheduled,13:04
INQ01026,LST00404,AGT006,2024-02-11,WhatsApp,info_sent,39:04:00
INQ01027,LST00632,AGT129,2022-04-11,Telepon,viewing_scheduled,58:00:00
INQ01028,LST00255,AGT110,2022-08-05,Telepon,info_sent,50:02:00
INQ01029,LST00563,AGT049,2025-02-28,WhatsApp,viewing_scheduled,27:05:00
INQ01030,LST00320,AGT071,2023-07-29,WhatsApp,info_sent,42:04:00
INQ01031,LST00322,AGT035,2023-08-23,WhatsApp,no_response,
INQ01032,LST00629,AGT049,2023-03-01,Walk-in,viewing_scheduled,49:00:00
INQ01033,LST00060,AGT101,2024-05-17,WhatsApp,info_sent,50:02:00
INQ01034,LST00391,AGT012,2024-03-30,WhatsApp,no_response,
INQ01035,LST00073,AGT057,2025-01-11,WhatsApp,info_sent,49:02:00
INQ01036,LST00064,AGT121,2023-11-08,Email,viewing_scheduled,54:02:00
INQ01037,LST00569,AGT021,2023-11-18,WhatsApp,info_sent,30:04:00
INQ01038,LST00255,AGT110,2022-06-29,Walk-in,offer_made,9:01
INQ01039,LST00528,AGT117,2023-08-08,WhatsApp,info_sent,26:09:00
INQ01040,LST00058,AGT138,2022-09-15,Telepon,no_response,
INQ01041,LST00051,AGT079,2022-11-27,Email,offer_made,46:09:00
INQ01042,LST00309,AGT142,2024-01-10,WhatsApp,viewing_scheduled,69:09:00
INQ01043,LST00257,AGT101,2022-08-28,WhatsApp,info_sent,66:03:00
INQ01044,LST00385,AGT127,2025-02-28,WhatsApp,deal_closed,62:00:00
INQ01045,LST00629,AGT049,2023-04-08,Telepon,viewing_scheduled,29:06:00
INQ01046,LST00335,AGT056,2023-07-04,WhatsApp,info_sent,1:01
INQ01047,LST00810,AGT121,2022-06-10,WhatsApp,info_sent,62:03:00
INQ01048,LST00502,AGT026,2023-06-28,WhatsApp,viewing_scheduled,64:03:00
INQ01049,LST00585,AGT100,2024-03-23,WhatsApp,deal_closed,23:00
INQ01050,LST00227,AGT098,2022-12-16,Telepon,viewing_scheduled,2:02
INQ01051,LST00134,AGT040,2024-07-02,WhatsApp,info_sent,57:05:00
INQ01052,LST00897,AGT150,2022-11-21,WhatsApp,offer_made,13:04
INQ01053,LST00429,AGT132,2022-09-17,Email,info_sent,4:00
INQ01054,LST00407,AGT110,2025-01-04,Email,viewing_scheduled,25:01:00
INQ01055,LST00948,AGT066,2024-12-15,WhatsApp,offer_made,67:01:00
INQ01056,LST00436,AGT103,2022-07-20,WhatsApp,no_response,
INQ01057,LST00180,AGT053,2024-08-14,WhatsApp,info_sent,69:04:00
INQ01058,LST00818,AGT063,2024-01-14,WhatsApp,viewing_scheduled,50:00:00
INQ01059,LST00486,AGT064,2023-05-19,WhatsApp,no_response,
INQ01060,LST00783,AGT091,2022-07-21,Email,no_response,
INQ01061,LST00400,AGT025,2022-03-02,WhatsApp,no_response,
INQ01062,LST00182,AGT010,2025-02-28,Walk-in,no_response,
INQ01063,LST00095,AGT098,2025-01-04,Telepon,info_sent,38:05:00
INQ01064,LST00530,AGT041,2024-12-27,WhatsApp,no_response,
INQ01065,LST00007,AGT088,2024-11-29,WhatsApp,no_response,
